accuracy,recall,precision,f1,mcc,avg_spd,avg_aod,avg_eod,spd,aod,eod
0.644,0.62,0.678,0.601,0.293,0.10300000000000001,0.08449999999999999,0.033,0.163,0.129,0.065
0.641,0.617,0.677,0.596,0.288,0.1225,0.10400000000000001,0.05499999999999999,0.177,0.142,0.089
0.598,0.571,0.617,0.539,0.183,0.03,0.013999999999999999,0.0245,0.097,0.099,0.072
0.6,0.572,0.631,0.532,0.193,0.0665,0.0695,0.0695,0.141,0.155,0.145
0.669,0.649,0.699,0.638,0.344,0.186,0.16699999999999998,0.097,0.3,0.266,0.173
0.658,0.636,0.694,0.619,0.324,0.135,0.11699999999999999,0.0535,0.205,0.167,0.097
0.653,0.632,0.679,0.619,0.308,0.1455,0.1295,0.0675,0.232,0.204,0.118
0.661,0.639,0.696,0.624,0.33,0.1315,0.1085,0.0595,0.193,0.148,0.101
0.679,0.674,0.677,0.674,0.35,0.1755,0.1325,0.13,0.278,0.21,0.216
0.648,0.632,0.655,0.626,0.286,0.1055,0.081,0.0495,0.152,0.112,0.086
0.647,0.626,0.674,0.61,0.295,0.15,0.1365,0.063,0.217,0.193,0.094
0.685,0.677,0.685,0.677,0.362,0.177,0.1385,0.11599999999999999,0.288,0.225,0.203
0.647,0.625,0.676,0.609,0.297,0.10600000000000001,0.087,0.04,0.165,0.135,0.069
0.629,0.606,0.657,0.584,0.257,0.1365,0.1275,0.063,0.222,0.216,0.1
0.679,0.67,0.679,0.671,0.349,0.20600000000000002,0.16949999999999998,0.1475,0.329,0.265,0.255
0.608,0.586,0.619,0.567,0.202,0.1775,0.17149999999999999,0.10750000000000001,0.272,0.26,0.18
0.658,0.638,0.683,0.626,0.317,0.137,0.1185,0.05,0.211,0.179,0.088
0.643,0.62,0.679,0.599,0.293,0.1095,0.0935,0.039,0.162,0.134,0.059
0.655,0.632,0.698,0.612,0.322,0.14500000000000002,0.129,0.062,0.228,0.198,0.11
0.652,0.63,0.685,0.613,0.31,0.13,0.113,0.0495,0.219,0.187,0.105
0.649,0.643,0.646,0.643,0.288,0.16399999999999998,0.1355,0.11199999999999999,0.243,0.213,0.211
0.684,0.677,0.683,0.678,0.361,0.1815,0.1395,0.1345,0.295,0.223,0.235
0.649,0.65,0.648,0.648,0.298,0.132,0.1015,0.08349999999999999,0.225,0.179,0.178
0.657,0.638,0.665,0.632,0.302,0.0795,0.051500000000000004,0.0315,0.132,0.089,0.049
0.647,0.642,0.643,0.642,0.285,0.1205,0.0935,0.0655,0.187,0.145,0.106
0.687,0.674,0.689,0.675,0.363,0.141,0.109,0.06949999999999999,0.221,0.182,0.131
0.669,0.654,0.672,0.653,0.326,0.1025,0.075,0.0365,0.188,0.145,0.089
0.659,0.646,0.657,0.646,0.303,0.07100000000000001,0.068,0.0485,0.155,0.131,0.102
0.618,0.614,0.614,0.614,0.227,0.0945,0.0685,0.0635,0.186,0.166,0.145
0.637,0.637,0.636,0.635,0.273,0.12,0.093,0.0725,0.197,0.175,0.136
0.665,0.66,0.661,0.661,0.321,0.15699999999999997,0.1275,0.0915,0.238,0.202,0.177
0.634,0.63,0.63,0.63,0.26,0.087,0.0645,0.0295,0.134,0.106,0.099
0.638,0.636,0.635,0.636,0.272,0.1455,0.1245,0.0775,0.219,0.185,0.137
0.652,0.648,0.648,0.648,0.296,0.1315,0.101,0.0845,0.207,0.18,0.162
0.675,0.67,0.672,0.67,0.342,0.173,0.1385,0.1185,0.282,0.227,0.198
0.637,0.637,0.636,0.636,0.273,0.1605,0.134,0.1155,0.267,0.22,0.253
0.668,0.663,0.664,0.663,0.327,0.1655,0.1355,0.1,0.288,0.248,0.176
0.628,0.622,0.623,0.622,0.245,0.0895,0.0695,0.036,0.153,0.123,0.09
0.651,0.645,0.647,0.646,0.292,0.1105,0.081,0.06,0.158,0.134,0.094
0.642,0.639,0.639,0.639,0.278,0.124,0.095,0.0795,0.193,0.147,0.161
0.654,0.631,0.674,0.62,0.301,0.10350000000000001,0.08449999999999999,0.0395,0.175,0.154,0.06
0.641,0.639,0.638,0.639,0.278,0.118,0.0895,0.07500000000000001,0.173,0.127,0.122
0.653,0.636,0.655,0.633,0.29,0.0605,0.03,0.025,0.084,0.053,0.053
0.646,0.645,0.644,0.644,0.289,0.157,0.1305,0.101,0.268,0.223,0.222
0.654,0.65,0.65,0.65,0.3,0.1335,0.10400000000000001,0.08249999999999999,0.203,0.153,0.127
0.673,0.665,0.669,0.666,0.334,0.127,0.0945,0.065,0.21,0.168,0.111
0.671,0.663,0.668,0.664,0.331,0.164,0.1355,0.0965,0.237,0.192,0.168
0.673,0.659,0.675,0.658,0.334,0.149,0.12,0.08399999999999999,0.234,0.2,0.141
0.626,0.621,0.621,0.621,0.242,0.068,0.045,0.039,0.132,0.11,0.085
0.671,0.66,0.669,0.661,0.329,0.1205,0.091,0.053500000000000006,0.197,0.167,0.09
0.662,0.649,0.661,0.648,0.31,0.127,0.096,0.08299999999999999,0.236,0.2,0.146
0.632,0.627,0.627,0.627,0.254,0.109,0.088,0.0535,0.188,0.166,0.126
0.669,0.664,0.666,0.665,0.33,0.132,0.0985,0.0765,0.207,0.155,0.135
0.639,0.626,0.636,0.624,0.262,0.077,0.06999999999999999,0.0395,0.151,0.142,0.1
0.635,0.634,0.633,0.633,0.267,0.127,0.094,0.10350000000000001,0.184,0.149,0.158
0.673,0.667,0.669,0.667,0.336,0.13,0.098,0.066,0.21,0.167,0.112
0.646,0.643,0.643,0.643,0.286,0.097,0.0745,0.029,0.139,0.113,0.079
0.673,0.657,0.679,0.655,0.335,0.1745,0.149,0.0985,0.305,0.279,0.168
0.648,0.644,0.644,0.644,0.288,0.1215,0.0955,0.063,0.176,0.14,0.134
0.667,0.657,0.665,0.658,0.322,0.114,0.085,0.0485,0.178,0.148,0.088
0.672,0.665,0.669,0.666,0.334,0.118,0.085,0.054000000000000006,0.198,0.165,0.091
0.64,0.64,0.639,0.638,0.279,0.1015,0.074,0.047,0.145,0.118,0.115
0.68,0.666,0.681,0.666,0.347,0.139,0.10800000000000001,0.07150000000000001,0.239,0.204,0.113
0.623,0.624,0.623,0.622,0.247,0.10200000000000001,0.07300000000000001,0.076,0.17,0.123,0.126
0.677,0.661,0.683,0.659,0.343,0.152,0.126,0.074,0.234,0.201,0.12
0.654,0.626,0.695,0.606,0.313,0.1565,0.14300000000000002,0.0735,0.257,0.244,0.119
0.659,0.657,0.656,0.656,0.313,0.1535,0.11800000000000001,0.11299999999999999,0.25,0.186,0.196
0.652,0.646,0.648,0.647,0.294,0.10949999999999999,0.0825,0.0495,0.168,0.143,0.1
0.641,0.639,0.638,0.638,0.276,0.103,0.07450000000000001,0.051500000000000004,0.146,0.121,0.078
0.661,0.655,0.657,0.655,0.312,0.1235,0.09899999999999999,0.046,0.205,0.18,0.126
0.67,0.662,0.666,0.663,0.329,0.10400000000000001,0.074,0.037000000000000005,0.172,0.143,0.091
0.662,0.657,0.658,0.657,0.315,0.112,0.0805,0.056999999999999995,0.165,0.131,0.099
0.646,0.64,0.641,0.641,0.282,0.073,0.059,0.06,0.152,0.125,0.109
0.639,0.631,0.635,0.631,0.266,0.067,0.0415,0.04,0.143,0.118,0.132
0.664,0.661,0.661,0.661,0.322,0.127,0.091,0.086,0.18,0.13,0.127
0.649,0.644,0.645,0.644,0.289,0.1315,0.1095,0.0605,0.21,0.165,0.159
0.676,0.664,0.675,0.664,0.339,0.152,0.123,0.0815,0.251,0.22,0.141
0.667,0.662,0.663,0.663,0.325,0.139,0.10650000000000001,0.08399999999999999,0.24,0.194,0.144
0.663,0.659,0.659,0.659,0.319,0.108,0.08,0.0415,0.183,0.135,0.123
0.633,0.63,0.63,0.63,0.259,0.083,0.063,0.056,0.173,0.148,0.14
0.656,0.647,0.653,0.648,0.3,0.114,0.08349999999999999,0.0685,0.191,0.142,0.117
0.656,0.65,0.652,0.651,0.302,0.138,0.11349999999999999,0.066,0.209,0.166,0.142
0.639,0.637,0.636,0.636,0.273,0.1305,0.099,0.0995,0.229,0.178,0.18
0.657,0.655,0.655,0.655,0.31,0.1385,0.10200000000000001,0.097,0.209,0.161,0.171
0.667,0.654,0.668,0.653,0.321,0.1265,0.0965,0.0655,0.204,0.17,0.124
0.663,0.661,0.661,0.661,0.322,0.179,0.14600000000000002,0.126,0.277,0.217,0.206
0.668,0.664,0.664,0.664,0.329,0.1335,0.0975,0.083,0.212,0.145,0.144
0.653,0.649,0.649,0.649,0.298,0.11649999999999999,0.0885,0.056,0.191,0.142,0.145
0.66,0.656,0.657,0.656,0.312,0.1515,0.1195,0.099,0.253,0.211,0.158
0.668,0.664,0.664,0.664,0.328,0.13,0.0965,0.0705,0.215,0.165,0.117
0.671,0.665,0.667,0.666,0.332,0.0875,0.050499999999999996,0.034,0.133,0.108,0.051
0.649,0.647,0.646,0.647,0.293,0.1335,0.10500000000000001,0.0795,0.196,0.156,0.123
0.64,0.638,0.637,0.637,0.275,0.1315,0.106,0.0795,0.212,0.17,0.166
0.661,0.658,0.658,0.658,0.315,0.132,0.1005,0.07100000000000001,0.193,0.138,0.157
0.665,0.66,0.661,0.66,0.321,0.131,0.097,0.0775,0.21,0.154,0.129
0.668,0.665,0.665,0.665,0.33,0.1215,0.088,0.064,0.2,0.147,0.105
0.645,0.64,0.641,0.641,0.281,0.116,0.08449999999999999,0.076,0.181,0.135,0.126
0.674,0.669,0.671,0.67,0.34,0.126,0.0905,0.0685,0.197,0.135,0.114
0.67,0.667,0.667,0.667,0.335,0.14500000000000002,0.10949999999999999,0.0915,0.244,0.184,0.164
0.659,0.654,0.655,0.654,0.309,0.11149999999999999,0.081,0.056,0.178,0.151,0.117
0.666,0.663,0.662,0.663,0.325,0.163,0.129,0.108,0.276,0.223,0.191
0.662,0.66,0.659,0.659,0.318,0.1645,0.132,0.109,0.269,0.219,0.182
0.662,0.659,0.659,0.659,0.318,0.149,0.11699999999999999,0.0935,0.244,0.202,0.147
0.666,0.662,0.663,0.662,0.325,0.11249999999999999,0.078,0.058499999999999996,0.184,0.133,0.091
0.659,0.654,0.655,0.654,0.308,0.114,0.08299999999999999,0.055,0.166,0.138,0.087
0.665,0.661,0.661,0.661,0.322,0.1395,0.10600000000000001,0.08449999999999999,0.212,0.154,0.134
0.666,0.659,0.662,0.66,0.321,0.0965,0.063,0.0435,0.134,0.107,0.087
0.657,0.654,0.654,0.654,0.308,0.1285,0.0975,0.07250000000000001,0.188,0.162,0.134
0.666,0.661,0.662,0.661,0.323,0.1345,0.10049999999999999,0.0815,0.218,0.162,0.139
0.661,0.658,0.658,0.658,0.316,0.1515,0.12,0.09,0.259,0.215,0.157
0.661,0.656,0.657,0.657,0.313,0.123,0.0905,0.075,0.184,0.127,0.129
0.667,0.663,0.663,0.663,0.327,0.14200000000000002,0.1085,0.086,0.214,0.156,0.134
0.668,0.663,0.664,0.664,0.328,0.121,0.08549999999999999,0.07100000000000001,0.194,0.134,0.119
0.659,0.654,0.655,0.655,0.31,0.1305,0.0965,0.08449999999999999,0.213,0.161,0.138
0.669,0.666,0.666,0.666,0.331,0.1515,0.11649999999999999,0.096,0.238,0.179,0.156
0.665,0.66,0.661,0.66,0.321,0.097,0.062,0.0465,0.156,0.112,0.08
0.636,0.631,0.632,0.631,0.263,0.0545,0.0605,0.0445,0.127,0.11,0.082
0.659,0.657,0.656,0.656,0.313,0.153,0.1195,0.10550000000000001,0.238,0.178,0.174
0.672,0.668,0.669,0.669,0.337,0.157,0.1235,0.098,0.257,0.205,0.162
0.667,0.662,0.663,0.662,0.325,0.125,0.0915,0.0715,0.191,0.137,0.129
0.67,0.666,0.667,0.666,0.333,0.14850000000000002,0.116,0.0875,0.24,0.186,0.148
0.671,0.667,0.667,0.667,0.334,0.131,0.0955,0.07700000000000001,0.208,0.146,0.131
0.662,0.657,0.659,0.658,0.316,0.10750000000000001,0.0755,0.052500000000000005,0.176,0.122,0.096
0.67,0.666,0.667,0.666,0.333,0.1505,0.11800000000000001,0.088,0.247,0.195,0.149
0.666,0.663,0.663,0.663,0.326,0.1625,0.1305,0.10350000000000001,0.25,0.204,0.168
0.66,0.653,0.656,0.654,0.309,0.079,0.0455,0.0315,0.12,0.092,0.053
0.669,0.663,0.665,0.664,0.329,0.11399999999999999,0.081,0.0505,0.179,0.136,0.088
0.67,0.667,0.667,0.667,0.334,0.14200000000000002,0.10650000000000001,0.086,0.224,0.163,0.142
0.671,0.666,0.667,0.666,0.333,0.1135,0.079,0.058499999999999996,0.181,0.126,0.096
0.667,0.661,0.663,0.662,0.325,0.10599999999999998,0.0715,0.054,0.187,0.129,0.106
0.665,0.657,0.661,0.657,0.318,0.0945,0.0615,0.041,0.142,0.116,0.072
0.659,0.653,0.655,0.654,0.309,0.101,0.07100000000000001,0.0425,0.161,0.111,0.07
0.669,0.666,0.666,0.666,0.331,0.13,0.097,0.07200000000000001,0.211,0.15,0.127
0.663,0.657,0.659,0.657,0.316,0.094,0.059,0.047,0.158,0.1,0.092
0.665,0.661,0.661,0.661,0.322,0.14150000000000001,0.10849999999999999,0.0865,0.226,0.168,0.148
0.664,0.662,0.661,0.661,0.323,0.16,0.1265,0.107,0.259,0.199,0.185
0.648,0.623,0.667,0.611,0.287,0.0405,0.0375,0.037000000000000005,0.11,0.129,0.087
0.668,0.662,0.664,0.663,0.326,0.0925,0.06,0.0315,0.144,0.118,0.065
0.672,0.668,0.669,0.669,0.337,0.1395,0.10300000000000001,0.087,0.234,0.174,0.154
0.666,0.663,0.663,0.663,0.326,0.1755,0.14400000000000002,0.117,0.29,0.241,0.199
0.668,0.665,0.664,0.665,0.329,0.136,0.1015,0.0825,0.229,0.171,0.148
0.655,0.64,0.656,0.638,0.295,0.0305,0.0065,0.0335,0.086,0.082,0.123
0.665,0.659,0.661,0.66,0.32,0.17049999999999998,0.14300000000000002,0.10350000000000001,0.275,0.243,0.161
0.666,0.662,0.662,0.662,0.325,0.1785,0.14550000000000002,0.125,0.276,0.218,0.202
0.656,0.637,0.666,0.631,0.301,0.14600000000000002,0.127,0.065,0.252,0.24,0.114
0.625,0.595,0.651,0.57,0.24,0.092,0.078,0.039,0.149,0.135,0.088
0.665,0.66,0.661,0.66,0.321,0.16749999999999998,0.135,0.11449999999999999,0.267,0.211,0.191
0.673,0.668,0.669,0.669,0.338,0.16649999999999998,0.133,0.1095,0.275,0.217,0.19
0.669,0.665,0.666,0.665,0.331,0.152,0.118,0.0955,0.243,0.183,0.164
0.622,0.59,0.663,0.556,0.242,0.116,0.10750000000000001,0.053,0.198,0.187,0.1
0.672,0.668,0.668,0.668,0.336,0.159,0.1255,0.0965,0.254,0.204,0.154
0.652,0.627,0.672,0.615,0.296,0.086,0.065,0.03,0.147,0.127,0.078
0.672,0.668,0.669,0.669,0.337,0.181,0.1455,0.129,0.297,0.232,0.229
0.638,0.618,0.643,0.611,0.26,0.2085,0.1945,0.134,0.32,0.313,0.2
0.663,0.659,0.66,0.659,0.318,0.112,0.0835,0.0415,0.187,0.144,0.07
0.67,0.667,0.667,0.667,0.334,0.14150000000000001,0.10350000000000001,0.0945,0.239,0.177,0.166
0.662,0.658,0.659,0.658,0.316,0.12,0.08700000000000001,0.064,0.208,0.156,0.119
0.665,0.66,0.661,0.66,0.321,0.13,0.0965,0.07400000000000001,0.211,0.161,0.119
0.67,0.664,0.667,0.665,0.331,0.1,0.066,0.042499999999999996,0.158,0.116,0.075
0.666,0.662,0.663,0.662,0.324,0.1465,0.1135,0.0915,0.244,0.186,0.164
0.672,0.669,0.669,0.669,0.338,0.166,0.132,0.1065,0.252,0.194,0.169
0.666,0.661,0.662,0.662,0.323,0.1175,0.08349999999999999,0.063,0.196,0.136,0.117
0.667,0.663,0.663,0.663,0.326,0.152,0.1195,0.0945,0.261,0.213,0.164
0.663,0.658,0.66,0.659,0.318,0.111,0.078,0.056,0.172,0.126,0.084
0.656,0.653,0.652,0.653,0.305,0.15949999999999998,0.128,0.11000000000000001,0.243,0.191,0.188
0.668,0.664,0.665,0.664,0.329,0.121,0.0835,0.073,0.196,0.136,0.121
0.675,0.671,0.671,0.671,0.343,0.1895,0.152,0.14,0.326,0.265,0.251
0.669,0.665,0.665,0.665,0.33,0.154,0.12,0.1,0.269,0.213,0.184
0.662,0.659,0.659,0.659,0.318,0.1195,0.088,0.0615,0.184,0.128,0.104
0.672,0.667,0.668,0.668,0.335,0.1455,0.1105,0.0895,0.238,0.176,0.157
0.672,0.668,0.668,0.668,0.337,0.1525,0.11599999999999999,0.1005,0.254,0.198,0.171
0.668,0.664,0.664,0.664,0.328,0.1545,0.12,0.1015,0.253,0.195,0.174
0.665,0.661,0.661,0.661,0.323,0.1505,0.1175,0.0965,0.227,0.173,0.166
0.67,0.667,0.667,0.667,0.335,0.1755,0.14150000000000001,0.1185,0.277,0.219,0.195
0.662,0.659,0.659,0.659,0.317,0.1635,0.133,0.1065,0.255,0.207,0.165
0.67,0.666,0.666,0.666,0.333,0.1595,0.1245,0.10700000000000001,0.258,0.2,0.178
0.672,0.666,0.668,0.667,0.334,0.11649999999999999,0.08099999999999999,0.0625,0.166,0.125,0.111
0.671,0.668,0.668,0.668,0.335,0.157,0.1225,0.101,0.258,0.206,0.166
0.666,0.661,0.662,0.662,0.324,0.1245,0.0945,0.055999999999999994,0.185,0.155,0.102
0.663,0.658,0.659,0.659,0.318,0.1195,0.0865,0.0665,0.186,0.128,0.117
0.642,0.636,0.638,0.637,0.274,0.152,0.127,0.10850000000000001,0.223,0.191,0.163
0.665,0.647,0.672,0.644,0.318,0.113,0.088,0.052,0.19,0.166,0.091
0.647,0.642,0.643,0.642,0.285,0.1235,0.09649999999999999,0.082,0.184,0.162,0.143
0.668,0.658,0.665,0.658,0.323,0.1315,0.1035,0.073,0.212,0.196,0.142
0.674,0.66,0.675,0.659,0.335,0.1185,0.0905,0.057,0.19,0.166,0.119
0.667,0.659,0.663,0.66,0.322,0.129,0.0975,0.0815,0.213,0.185,0.132
0.69,0.679,0.69,0.68,0.37,0.11149999999999999,0.079,0.044,0.176,0.151,0.094
0.674,0.665,0.671,0.666,0.336,0.1305,0.1065,0.054,0.212,0.203,0.113
0.647,0.642,0.643,0.642,0.284,0.14450000000000002,0.1205,0.0895,0.21,0.182,0.143
0.656,0.648,0.653,0.648,0.3,0.101,0.077,0.0425,0.159,0.134,0.121
0.655,0.651,0.652,0.652,0.303,0.1125,0.092,0.036000000000000004,0.169,0.147,0.097
0.671,0.664,0.667,0.665,0.332,0.1205,0.09050000000000001,0.063,0.191,0.159,0.122
0.681,0.673,0.678,0.674,0.352,0.16999999999999998,0.1405,0.1015,0.284,0.253,0.158
0.665,0.657,0.662,0.657,0.318,0.142,0.11399999999999999,0.087,0.23,0.202,0.149
0.67,0.662,0.667,0.662,0.329,0.162,0.1325,0.108,0.239,0.2,0.159
0.684,0.672,0.685,0.672,0.356,0.1775,0.146,0.119,0.299,0.276,0.184
0.68,0.672,0.677,0.673,0.349,0.16749999999999998,0.1385,0.10250000000000001,0.28,0.247,0.168
0.649,0.643,0.645,0.644,0.288,0.156,0.128,0.11699999999999999,0.234,0.185,0.18
0.628,0.627,0.626,0.626,0.254,0.1255,0.0945,0.111,0.187,0.151,0.2
0.653,0.648,0.649,0.648,0.297,0.151,0.126,0.0915,0.234,0.211,0.171
0.674,0.665,0.671,0.666,0.336,0.1385,0.111,0.07350000000000001,0.242,0.226,0.129
0.651,0.645,0.647,0.646,0.292,0.1515,0.129,0.0895,0.23,0.191,0.141
0.647,0.627,0.652,0.622,0.279,0.0945,0.071,0.0485,0.157,0.131,0.074
0.634,0.631,0.631,0.631,0.262,0.14650000000000002,0.119,0.1215,0.225,0.199,0.188
0.663,0.658,0.659,0.659,0.318,0.134,0.108,0.069,0.226,0.197,0.104
0.676,0.668,0.674,0.669,0.341,0.1655,0.1345,0.108,0.294,0.257,0.185
0.68,0.671,0.677,0.672,0.348,0.1805,0.1515,0.1115,0.311,0.284,0.179
0.677,0.667,0.675,0.668,0.342,0.1335,0.1115,0.0455,0.205,0.19,0.108
0.645,0.64,0.641,0.641,0.281,0.1305,0.10450000000000001,0.0905,0.205,0.186,0.163
0.675,0.665,0.672,0.666,0.338,0.1405,0.109,0.089,0.219,0.192,0.158
0.672,0.657,0.673,0.657,0.33,0.1285,0.1005,0.0685,0.183,0.146,0.133
0.652,0.644,0.647,0.645,0.291,0.1085,0.083,0.051500000000000004,0.162,0.145,0.13
0.658,0.638,0.667,0.633,0.304,0.0805,0.0615,0.0115,0.14,0.122,0.124
0.666,0.659,0.662,0.66,0.322,0.1735,0.14650000000000002,0.11599999999999999,0.291,0.25,0.198
0.665,0.659,0.661,0.659,0.32,0.164,0.136,0.10250000000000001,0.251,0.221,0.192
0.656,0.64,0.658,0.637,0.297,0.1225,0.1,0.0605,0.218,0.209,0.1
0.663,0.653,0.66,0.654,0.313,0.13,0.101,0.08299999999999999,0.195,0.167,0.145
0.671,0.661,0.668,0.662,0.33,0.1265,0.10250000000000001,0.0485,0.199,0.192,0.107
0.674,0.661,0.674,0.661,0.335,0.1285,0.101,0.0625,0.213,0.189,0.095
0.66,0.648,0.658,0.648,0.306,0.107,0.0815,0.048,0.193,0.173,0.093
0.652,0.645,0.647,0.646,0.293,0.149,0.118,0.1185,0.218,0.161,0.18
0.673,0.663,0.671,0.663,0.334,0.14850000000000002,0.1205,0.091,0.221,0.192,0.175
0.691,0.682,0.689,0.683,0.371,0.1855,0.154,0.1165,0.313,0.272,0.194
0.652,0.647,0.648,0.647,0.295,0.183,0.155,0.139,0.298,0.255,0.23
0.68,0.662,0.69,0.659,0.351,0.1185,0.094,0.041999999999999996,0.185,0.168,0.105
0.675,0.667,0.672,0.668,0.339,0.1245,0.101,0.039,0.201,0.184,0.08
0.684,0.669,0.688,0.669,0.357,0.1365,0.1085,0.066,0.239,0.214,0.101
0.675,0.663,0.675,0.663,0.338,0.1225,0.093,0.063,0.196,0.17,0.114
0.681,0.671,0.68,0.671,0.351,0.124,0.091,0.0675,0.205,0.169,0.122
0.666,0.654,0.665,0.654,0.319,0.1225,0.095,0.0655,0.202,0.182,0.107
0.654,0.645,0.65,0.645,0.295,0.1105,0.088,0.0445,0.172,0.152,0.103
0.677,0.668,0.675,0.668,0.343,0.139,0.1115,0.07100000000000001,0.22,0.196,0.138
0.668,0.659,0.666,0.659,0.324,0.15,0.125,0.0795,0.254,0.228,0.13
0.649,0.641,0.645,0.642,0.286,0.1215,0.0995,0.0615,0.18,0.15,0.093
0.673,0.663,0.67,0.664,0.333,0.134,0.1035,0.07650000000000001,0.216,0.177,0.115
0.657,0.65,0.653,0.651,0.303,0.1335,0.113,0.0595,0.21,0.191,0.099
0.647,0.643,0.643,0.643,0.286,0.1385,0.1145,0.08499999999999999,0.187,0.163,0.148
0.674,0.664,0.671,0.665,0.335,0.1225,0.0915,0.065,0.188,0.155,0.13
0.657,0.652,0.654,0.653,0.306,0.14100000000000001,0.11649999999999999,0.077,0.23,0.188,0.136
0.645,0.639,0.64,0.64,0.28,0.1245,0.097,0.08549999999999999,0.187,0.155,0.139
0.67,0.661,0.667,0.662,0.328,0.1325,0.10550000000000001,0.063,0.223,0.197,0.108
0.652,0.646,0.647,0.646,0.293,0.14300000000000002,0.1175,0.0875,0.204,0.181,0.18
0.666,0.654,0.665,0.654,0.319,0.0995,0.0725,0.041999999999999996,0.152,0.129,0.092
0.66,0.647,0.659,0.647,0.306,0.11,0.083,0.061,0.184,0.158,0.103
0.66,0.649,0.657,0.65,0.306,0.1235,0.097,0.0635,0.203,0.183,0.119
0.672,0.663,0.669,0.664,0.332,0.11699999999999999,0.089,0.052500000000000005,0.21,0.194,0.094
0.667,0.654,0.667,0.654,0.321,0.10750000000000001,0.08,0.05,0.178,0.154,0.084
0.652,0.644,0.647,0.645,0.292,0.0935,0.068,0.04,0.138,0.126,0.101
0.663,0.656,0.66,0.657,0.316,0.1145,0.0845,0.068,0.2,0.163,0.122
0.649,0.642,0.645,0.643,0.287,0.1195,0.093,0.0745,0.172,0.134,0.116
0.664,0.653,0.662,0.654,0.315,0.106,0.07700000000000001,0.052,0.192,0.166,0.094
0.659,0.651,0.655,0.652,0.306,0.13,0.1085,0.056,0.194,0.19,0.129
0.652,0.647,0.648,0.647,0.295,0.14500000000000002,0.11750000000000001,0.097,0.212,0.165,0.145
0.648,0.642,0.644,0.642,0.286,0.1225,0.097,0.072,0.185,0.158,0.134
0.661,0.653,0.658,0.654,0.311,0.1095,0.08,0.0605,0.169,0.143,0.112
0.643,0.636,0.639,0.636,0.275,0.0905,0.067,0.0405,0.153,0.136,0.097
0.646,0.64,0.642,0.64,0.282,0.11349999999999999,0.088,0.068,0.199,0.171,0.109
0.649,0.642,0.645,0.643,0.287,0.11399999999999999,0.09,0.0625,0.191,0.169,0.095
0.653,0.646,0.649,0.646,0.294,0.094,0.0685,0.0425,0.15,0.105,0.12
0.648,0.639,0.644,0.64,0.283,0.11599999999999999,0.092,0.0655,0.194,0.168,0.123
0.655,0.646,0.652,0.647,0.298,0.1085,0.0765,0.07250000000000001,0.184,0.162,0.14
0.635,0.629,0.631,0.629,0.259,0.10600000000000001,0.08349999999999999,0.05500000000000001,0.159,0.146,0.104
0.643,0.634,0.639,0.634,0.273,0.088,0.0625,0.046,0.144,0.118,0.083
0.652,0.645,0.648,0.646,0.293,0.1,0.07400000000000001,0.048,0.157,0.136,0.103
0.653,0.644,0.649,0.644,0.293,0.1085,0.0795,0.065,0.17,0.145,0.118
0.654,0.648,0.65,0.648,0.298,0.118,0.0905,0.07100000000000001,0.17,0.139,0.14
0.65,0.641,0.646,0.641,0.287,0.11649999999999999,0.0905,0.075,0.185,0.165,0.14
0.648,0.641,0.644,0.642,0.285,0.124,0.1,0.068,0.194,0.175,0.137
0.648,0.64,0.644,0.64,0.284,0.0975,0.0755,0.033,0.133,0.112,0.093
0.656,0.647,0.652,0.648,0.299,0.1015,0.075,0.0535,0.155,0.131,0.123
0.663,0.656,0.66,0.657,0.316,0.152,0.1275,0.08449999999999999,0.232,0.219,0.163
0.656,0.648,0.653,0.649,0.301,0.108,0.083,0.054,0.164,0.134,0.104
0.668,0.66,0.664,0.66,0.324,0.156,0.1325,0.079,0.242,0.226,0.16
0.642,0.636,0.638,0.636,0.274,0.111,0.088,0.0625,0.161,0.131,0.112
0.656,0.649,0.652,0.65,0.301,0.101,0.0775,0.053,0.169,0.152,0.108
0.646,0.64,0.641,0.641,0.282,0.1365,0.1175,0.0685,0.217,0.202,0.126
0.645,0.637,0.64,0.638,0.277,0.1015,0.08,0.042499999999999996,0.159,0.118,0.122
0.671,0.661,0.669,0.661,0.329,0.136,0.1095,0.07,0.218,0.192,0.142
0.653,0.647,0.649,0.648,0.296,0.114,0.0825,0.083,0.169,0.13,0.134
0.655,0.648,0.651,0.649,0.299,0.104,0.0775,0.05449999999999999,0.162,0.135,0.1
0.68,0.671,0.678,0.672,0.349,0.184,0.155,0.114,0.306,0.279,0.175
0.682,0.675,0.679,0.675,0.353,0.1775,0.15,0.098,0.295,0.269,0.149
0.676,0.668,0.674,0.669,0.341,0.1765,0.1485,0.10350000000000001,0.266,0.234,0.172
0.668,0.657,0.667,0.657,0.324,0.1265,0.101,0.064,0.209,0.183,0.097
0.683,0.674,0.681,0.675,0.354,0.1825,0.156,0.10650000000000001,0.309,0.282,0.171
0.652,0.645,0.647,0.646,0.293,0.11349999999999999,0.0875,0.066,0.175,0.141,0.1
0.663,0.653,0.66,0.653,0.313,0.1055,0.0775,0.051500000000000004,0.16,0.142,0.111
0.688,0.682,0.685,0.682,0.367,0.174,0.14400000000000002,0.0995,0.285,0.257,0.143
0.664,0.655,0.661,0.656,0.316,0.094,0.068,0.033,0.148,0.118,0.068
